Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-07 00:00:00+01:00,7426.10009765625,7462.2001953125,7385.89990234375,7441.7001953125,456225400,0.0,0.0
2023-09-08 00:00:00+01:00,7441.7001953125,7480.60009765625,7402.10009765625,7478.2001953125,651366100,0.0,0.0
2023-09-11 00:00:00+01:00,7478.2001953125,7549.2998046875,7467.39990234375,7496.89990234375,568717300,0.0,0.0
2023-09-12 00:00:00+01:00,7496.89990234375,7550.2001953125,7496.2998046875,7527.5,670632100,0.0,0.0
2023-09-13 00:00:00+01:00,7527.5,7545.2001953125,7490.39990234375,7526.0,684595300,0.0,0.0
2023-09-14 00:00:00+01:00,7526.0,7687.0,7526.0,7673.10009765625,746569800,0.0,0.0
2023-09-15 00:00:00+01:00,7673.10009765625,7745.7998046875,7673.10009765625,7711.39990234375,1804599000,0.0,0.0
2023-09-18 00:00:00+01:00,7711.39990234375,7720.10009765625,7641.7998046875,7652.89990234375,463379300,0.0,0.0
2023-09-19 00:00:00+01:00,7652.89990234375,7682.39990234375,7642.39990234375,7660.2001953125,595546000,0.0,0.0
2023-09-20 00:00:00+01:00,7660.2001953125,7741.89990234375,7659.60009765625,7731.7001953125,806482700,0.0,0.0
2023-09-21 00:00:00+01:00,7731.7001953125,7746.5,7674.7001953125,7678.60009765625,1000693700,0.0,0.0
2023-09-22 00:00:00+01:00,7678.60009765625,7735.2001953125,7640.7998046875,7683.89990234375,989687600,0.0,0.0
2023-09-25 00:00:00+01:00,7683.89990234375,7684.7998046875,7580.7998046875,7624.0,541205000,0.0,0.0
2023-09-26 00:00:00+01:00,7624.0,7656.89990234375,7593.5,7625.7001953125,546325000,0.0,0.0
2023-09-27 00:00:00+01:00,7625.7001953125,7645.60009765625,7577.2001953125,7593.2001953125,711885200,0.0,0.0
2023-09-28 00:00:00+01:00,7593.2001953125,7605.60009765625,7524.10009765625,7601.89990234375,642160800,0.0,0.0
2023-09-29 00:00:00+01:00,7601.89990234375,7674.2001953125,7601.89990234375,7608.10009765625,634751900,0.0,0.0
2023-10-02 00:00:00+01:00,7608.10009765625,7630.39990234375,7491.2998046875,7510.7001953125,570804100,0.0,0.0
2023-10-03 00:00:00+01:00,7510.7001953125,7545.7001953125,7466.60009765625,7470.2001953125,540181100,0.0,0.0
2023-10-04 00:00:00+01:00,7470.2001953125,7490.2001953125,7384.2001953125,7412.5,1085406900,0.0,0.0
2023-10-05 00:00:00+01:00,7412.5,7488.60009765625,7409.7001953125,7451.5,615457100,0.0,0.0
2023-10-06 00:00:00+01:00,7451.5,7496.39990234375,7423.39990234375,7494.60009765625,613195400,0.0,0.0
2023-10-09 00:00:00+01:00,7494.60009765625,7540.60009765625,7473.2001953125,7492.2001953125,738697000,0.0,0.0
2023-10-10 00:00:00+01:00,7492.2001953125,7637.39990234375,7492.2001953125,7628.2001953125,719653800,0.0,0.0
2023-10-11 00:00:00+01:00,7628.2001953125,7652.0,7608.7001953125,7620.0,630293300,0.0,0.0
2023-10-12 00:00:00+01:00,7620.0,7687.89990234375,7620.0,7644.7998046875,668028900,0.0,0.0
2023-10-13 00:00:00+01:00,7644.7998046875,7660.10009765625,7590.7001953125,7599.60009765625,567783300,0.0,0.0
2023-10-16 00:00:00+01:00,7599.60009765625,7651.2998046875,7584.60009765625,7630.60009765625,558336100,0.0,0.0
2023-10-17 00:00:00+01:00,7630.60009765625,7682.60009765625,7616.7998046875,7675.2001953125,668852200,0.0,0.0
2023-10-18 00:00:00+01:00,7675.2001953125,7681.5,7579.2998046875,7588.0,613430800,0.0,0.0
2023-10-19 00:00:00+01:00,7588.0,7588.0,7490.5,7499.5,727252500,0.0,0.0
2023-10-20 00:00:00+01:00,7499.5,7499.60009765625,7395.60009765625,7402.10009765625,832451800,0.0,0.0
2023-10-23 00:00:00+01:00,7402.10009765625,7402.2001953125,7338.60009765625,7374.7998046875,502765900,0.0,0.0
2023-10-24 00:00:00+01:00,7374.7998046875,7405.2998046875,7325.0,7389.7001953125,699266600,0.0,0.0
2023-10-25 00:00:00+01:00,7389.7001953125,7428.10009765625,7368.39990234375,7414.2998046875,681751000,0.0,0.0
2023-10-26 00:00:00+01:00,7414.2998046875,7414.2998046875,7342.5,7354.60009765625,796762900,0.0,0.0
2023-10-27 00:00:00+01:00,7354.60009765625,7380.2998046875,7279.89990234375,7291.2998046875,642603800,0.0,0.0
2023-10-30 00:00:00+00:00,7291.2998046875,7361.5,7291.2998046875,7327.39990234375,1011063900,0.0,0.0
2023-10-31 00:00:00+00:00,7327.39990234375,7373.5,7309.0,7321.7001953125,809030400,0.0,0.0
2023-11-01 00:00:00+00:00,7321.7001953125,7385.39990234375,7304.89990234375,7342.39990234375,764584800,0.0,0.0
2023-11-02 00:00:00+00:00,7342.39990234375,7469.7998046875,7342.39990234375,7446.5,978092600,0.0,0.0
2023-11-03 00:00:00+00:00,7446.5,7482.7001953125,7396.60009765625,7417.7001953125,750991900,0.0,0.0
2023-11-06 00:00:00+00:00,7417.7001953125,7448.39990234375,7403.5,7417.7998046875,781306000,0.0,0.0
2023-11-07 00:00:00+00:00,7417.7998046875,7431.10009765625,7397.39990234375,7410.0,592558500,0.0,0.0
2023-11-08 00:00:00+00:00,7410.0,7442.10009765625,7384.5,7401.7001953125,686578900,0.0,0.0
2023-11-09 00:00:00+00:00,7401.7001953125,7465.2998046875,7367.2001953125,7455.7001953125,657728700,0.0,0.0
2023-11-10 00:00:00+00:00,7455.7001953125,7455.7001953125,7320.0,7360.60009765625,837842200,0.0,0.0
2023-11-13 00:00:00+00:00,7360.60009765625,7426.10009765625,7360.60009765625,7425.7998046875,649108100,0.0,0.0
2023-11-14 00:00:00+00:00,7425.7998046875,7456.60009765625,7386.7001953125,7440.5,934829500,0.0,0.0
2023-11-15 00:00:00+00:00,7440.5,7533.7998046875,7440.5,7486.89990234375,741908600,0.0,0.0
2023-11-16 00:00:00+00:00,7486.89990234375,7492.7998046875,7409.39990234375,7411.0,798697800,0.0,0.0
2023-11-17 00:00:00+00:00,7411.0,7509.0,7410.0,7504.2998046875,668943200,0.0,0.0
2023-11-20 00:00:00+00:00,7504.2998046875,7506.0,7472.7001953125,7496.39990234375,466773500,0.0,0.0
2023-11-21 00:00:00+00:00,7496.39990234375,7496.89990234375,7446.7001953125,7482.0,533104500,0.0,0.0
2023-11-22 00:00:00+00:00,7482.0,7504.5,7452.0,7469.5,637243500,0.0,0.0
2023-11-23 00:00:00+00:00,7469.5,7494.7998046875,7450.60009765625,7483.60009765625,610558000,0.0,0.0
2023-11-24 00:00:00+00:00,7483.60009765625,7494.7001953125,7450.10009765625,7488.2001953125,530714100,0.0,0.0
2023-11-27 00:00:00+00:00,7488.2001953125,7488.2998046875,7452.2001953125,7460.7001953125,399628100,0.0,0.0
2023-11-28 00:00:00+00:00,7460.7001953125,7461.10009765625,7403.2998046875,7455.2001953125,610114900,0.0,0.0
2023-11-29 00:00:00+00:00,7455.2001953125,7457.5,7408.7998046875,7423.5,532425900,0.0,0.0
2023-11-30 00:00:00+00:00,7423.5,7497.7001953125,7387.10009765625,7453.7998046875,1276856800,0.0,0.0
2023-12-01 00:00:00+00:00,7453.7998046875,7538.7001953125,7453.7998046875,7529.39990234375,549661500,0.0,0.0
2023-12-04 00:00:00+00:00,7529.39990234375,7533.7998046875,7476.89990234375,7513.0,851332900,0.0,0.0
2023-12-05 00:00:00+00:00,7513.0,7513.0,7460.2001953125,7489.7998046875,689771600,0.0,0.0
2023-12-06 00:00:00+00:00,7489.7998046875,7542.60009765625,7486.7998046875,7515.39990234375,1489645900,0.0,0.0
2023-12-07 00:00:00+00:00,7515.39990234375,7523.60009765625,7480.5,7513.7001953125,811058900,0.0,0.0
2023-12-08 00:00:00+00:00,7513.7001953125,7581.2998046875,7509.7998046875,7554.5,863626100,0.0,0.0
2023-12-11 00:00:00+00:00,7554.5,7557.39990234375,7493.60009765625,7544.89990234375,872408400,0.0,0.0
2023-12-12 00:00:00+00:00,7544.89990234375,7607.5,7542.39990234375,7542.7998046875,812300300,0.0,0.0
2023-12-13 00:00:00+00:00,7542.7998046875,7584.89990234375,7542.7001953125,7548.39990234375,998797500,0.0,0.0
2023-12-14 00:00:00+00:00,7548.39990234375,7724.7998046875,7548.39990234375,7649.0,1517185300,0.0,0.0
2023-12-15 00:00:00+00:00,7649.0,7668.2001953125,7569.0,7576.39990234375,1645000000,0.0,0.0
2023-12-18 00:00:00+00:00,7576.39990234375,7630.60009765625,7557.2001953125,7614.5,710048700,0.0,0.0
2023-12-19 00:00:00+00:00,7614.5,7642.2001953125,7605.39990234375,7638.0,961867300,0.0,0.0
2023-12-20 00:00:00+00:00,7638.0,7762.89990234375,7637.89990234375,7715.7001953125,980983700,0.0,0.0
2023-12-21 00:00:00+00:00,7715.7001953125,7715.7001953125,7668.39990234375,7694.7001953125,603350200,0.0,0.0
2023-12-22 00:00:00+00:00,7694.7001953125,7715.2001953125,7676.39990234375,7697.5,329604400,0.0,0.0
2023-12-27 00:00:00+00:00,7697.5,7759.7001953125,7697.5,7725.0,432594200,0.0,0.0
2023-12-28 00:00:00+00:00,7725.0,7746.0,7708.7001953125,7722.7001953125,327536200,0.0,0.0
2023-12-29 00:00:00+00:00,7722.7001953125,7746.89990234375,7719.0,7733.2001953125,235460600,0.0,0.0
2024-01-02 00:00:00+00:00,7733.2001953125,7764.39990234375,7689.0,7721.5,678041300,0.0,0.0
2024-01-03 00:00:00+00:00,7721.5,7744.60009765625,7650.2998046875,7682.2998046875,857615300,0.0,0.0
2024-01-04 00:00:00+00:00,7682.2998046875,7728.2001953125,7678.7998046875,7723.10009765625,963235800,0.0,0.0
2024-01-05 00:00:00+00:00,7723.10009765625,7723.10009765625,7642.89990234375,7689.60009765625,701524000,0.0,0.0
2024-01-08 00:00:00+00:00,7689.60009765625,7694.2001953125,7636.10009765625,7694.2001953125,1055586300,0.0,0.0
2024-01-09 00:00:00+00:00,7694.2001953125,7717.5,7675.10009765625,7684.0,703141300,0.0,0.0
2024-01-10 00:00:00+00:00,7684.0,7684.0,7647.39990234375,7651.7998046875,668838800,0.0,0.0
2024-01-11 00:00:00+00:00,7651.7998046875,7693.89990234375,7576.60009765625,7576.60009765625,1306895000,0.0,0.0
2024-01-12 00:00:00+00:00,7576.60009765625,7655.2001953125,7576.60009765625,7624.89990234375,794125500,0.0,0.0
2024-01-15 00:00:00+00:00,7624.89990234375,7637.7998046875,7578.2998046875,7594.89990234375,740769500,0.0,0.0
2024-01-16 00:00:00+00:00,7594.89990234375,7594.89990234375,7538.89990234375,7558.2998046875,1128049600,0.0,0.0
2024-01-17 00:00:00+00:00,7558.2998046875,7558.2998046875,7404.10009765625,7446.2998046875,838880100,0.0,0.0
2024-01-18 00:00:00+00:00,7446.2998046875,7471.7001953125,7426.60009765625,7459.10009765625,883212400,0.0,0.0
2024-01-19 00:00:00+00:00,7459.10009765625,7521.10009765625,7450.89990234375,7461.89990234375,1242202400,0.0,0.0
